ts,symbol,tf,action,price,size,fee,pnl,reasons,reason
2025-02-04 20:00:00+00:00,ETHUSD_4H,4H,enter_short,2730.9771720000003,0.2565042139978013,0.14010143058995966,0.0,4.0,
2025-02-05 00:00:00+00:00,ETHUSD_4H,4H,enter_short,2720.521356,0.26808214036780864,0.14586463760656262,0.0,4.0,
2025-02-05 04:00:00+00:00,ETHUSD_4H,4H,enter_short,2759.34582,0.285219517164103,0.1574038564938372,0.0,4.0,
2025-02-06 12:00:00+00:00,ETHUSD_4H,4H,enter_short,2705.247468,0.5716945844188721,0.3093150653936932,0.0,4.0,
2025-02-06 16:00:00+00:00,ETHUSD_4H,4H,enter_short,2688.7740599999997,0.601183472607504,0.32328930528955546,0.0,4.0,
2025-02-06 20:00:00+00:00,ETHUSD_4H,4H,enter_short,2686.0251599999997,0.6253796948147086,0.3359571189650857,0.0,4.0,
2025-02-07 00:00:00+00:00,ETHUSD_4H,4H,enter_short,2715.06354,0.6506906616594467,0.3533332982580079,0.0,4.0,
2025-02-07 04:00:00+00:00,ETHUSD_4H,4H,enter_short,2712.254664,0.7162224382258141,0.3885155297078832,0.0,4.0,
2025-02-07 12:00:00+00:00,ETHUSD_4H,4H,enter_short,2721.9807720000003,0.7179634454040079,0.39085653867771636,0.0,4.0,
2025-02-07 16:00:00+00:00,ETHUSD_4H,4H,enter_short,2658.556152,0.7176616532874027,0.38158876068034314,0.0,4.0,
2025-02-07 20:00:00+00:00,ETHUSD_4H,4H,enter_short,2621.90082,0.6962126034373011,0.3650800791693189,0.0,4.0,
2025-02-08 00:00:00+00:00,ETHUSD_4H,4H,enter_short,2641.073148,0.7102777185879678,0.37517908203707645,0.0,4.0,
2025-02-08 04:00:00+00:00,ETHUSD_4H,4H,enter_short,2628.118332,0.7161564904239647,0.37642880021280084,0.0,4.0,
2025-02-08 08:00:00+00:00,ETHUSD_4H,4H,enter_short,2612.034768,0.7408191342999255,0.38700906711821337,0.0,4.0,
2025-02-08 12:00:00+00:00,ETHUSD_4H,4H,enter_short,2603.098344,0.7430603471153332,0.3868518318135978,0.0,4.0,
2025-02-08 16:00:00+00:00,ETHUSD_4H,4H,enter_short,2636.764872,0.7457995503894134,0.3932996112040399,0.0,4.0,
2025-02-08 20:00:00+00:00,ETHUSD_4H,4H,enter_short,2631.5669519999997,0.8372204281784472,0.4406403220667382,0.0,4.0,
2025-02-09 00:00:00+00:00,ETHUSD_4H,4H,enter_short,2678.048352,0.8183975775431701,0.43834165676405573,0.0,4.0,
2025-02-09 04:00:00+00:00,ETHUSD_4H,4H,enter_short,2662.224684,0.858937861980956,0.4573371156375772,0.0,4.0,
2025-02-09 08:00:00+00:00,ETHUSD_4H,4H,enter_short,2654.367828,0.9028413707711556,0.47929461767247494,0.0,4.0,
2025-02-09 12:00:00+00:00,ETHUSD_4H,4H,enter_short,2652.878424,0.9180207472688886,0.4870794866427984,0.0,4.0,
2025-02-09 16:00:00+00:00,ETHUSD_4H,4H,enter_short,2623.330248,0.9311730119456192,0.4885548656716417,0.0,4.0,
2025-02-09 20:00:00+00:00,ETHUSD_4H,4H,enter_short,2626.818852,0.8851907586084797,0.4650471544657872,0.0,4.0,
2025-02-10 00:00:00+00:00,ETHUSD_4H,4H,enter_short,2625.119532,0.8562795875178894,0.449567254009223,0.0,4.0,
2025-02-10 04:00:00+00:00,ETHUSD_4H,4H,enter_short,2636.275068,0.9213193292795275,0.4857702354892202,0.0,4.0,
2025-02-11 16:00:00+00:00,ETHUSD_4H,4H,enter_short,2588.31426,0.830288940551311,0.42980974094985014,0.0,4.0,
2025-02-11 20:00:00+00:00,ETHUSD_4H,4H,enter_short,2600.989188,0.8105698305909045,0.4216566730971869,0.0,4.0,
2025-02-12 00:00:00+00:00,ETHUSD_4H,4H,enter_short,2585.7053039999996,0.8054865138543672,0.41655015023474135,0.0,4.0,
2025-02-12 04:00:00+00:00,ETHUSD_4H,4H,enter_short,2617.262676,0.8878403916644463,0.4647423038697154,0.0,4.0,
2025-02-12 08:00:00+00:00,ETHUSD_4H,4H,enter_short,2625.919212,0.9744146551964133,0.5117468327069234,0.0,4.0,
2025-02-12 20:00:00+00:00,ETHUSD_4H,4H,stop,2739.675432,0.9744146551964133,0.5339159782844729,-110.84572788774754,,stop_loss
